mean
1000.0
999.21
998.44
997.668
996.782
995.952
995.084
994.34
993.51
992.68
991.868
991.062
990.186
989.278
988.342
987.482
986.708
985.848
985.136
984.228
983.35
982.594
981.738
980.918
980.084
979.336
978.41
977.64
976.81
976.034
975.2
974.306
973.446
972.674
971.914
971.136
970.236
969.422
968.606
967.872
966.988
966.266
965.52
964.79
963.92
963.126
962.374
961.532
960.792
959.886
959.088
958.352
957.56
956.742
955.882
955.1
954.38
953.572
952.774
952.004
951.148
950.4
949.442
948.6
947.876
947.128
946.478
945.672
944.896
944.124
943.542
942.72
941.922
941.162
940.292
939.464
938.612
937.874
937.114
936.216
935.414
934.67
933.874
933.062
932.2
931.348
930.456
929.726
929.008
928.12
927.29
926.52
925.792
925.004
924.146
923.344
922.602
921.818
921.042
920.234
919.392
918.634
917.86
917.16
916.29
915.578
914.75
913.8
913.1
912.392
911.658
910.802
910.104
909.24
908.416
907.482
906.698
905.856
904.958
904.242
903.4
902.576
901.778
901.222
900.394
899.542
898.768
898.03
897.202
896.486
895.676
894.91
894.218
893.55
892.892
892.16
891.404
890.518
889.748
888.842
888.14
887.46
886.69
885.89
885.138
884.312
883.524
882.838
882.072
881.354
880.594
879.784
878.994
878.308
877.51
876.732
876.042
875.22
874.462
873.724
872.976
872.292
871.532
870.784
870.09
869.29
868.656
867.986
867.202
866.518
865.638
864.912
864.034
863.232
862.572
861.74
861.104
860.396
859.688
858.926
858.094
857.44
856.614
855.778
854.916
854.13
853.29
852.636
851.858
850.99
850.252
849.49
848.626
847.902
847.114
846.354
845.684
844.958
844.216
843.468
842.71
842.082
841.322
840.562
839.866
839.236
838.538
837.766
836.98
836.192
835.438
834.754
834.19
833.35
832.578
831.998
831.268
830.394
829.768
829.008
828.336
827.654
826.922
826.22
825.61
824.876
824.264
823.534
822.858
822.192
821.494
820.728
820.06
819.292
818.632
818.008
817.184
816.466
815.802
815.076
814.33
813.652
812.978
812.278
811.5
810.656
810.028
809.196
808.652
808.056
807.35
806.622
805.858
805.154
804.296
803.61
802.818
802.236
801.466
800.758
799.962
799.292
798.75
797.986
797.332
796.64
796.024
795.26
794.664
794.13
793.478
792.684
792.028
791.384
790.614
790.07
789.41
788.67
787.996
787.264
786.51
785.696
784.914
784.23
783.592
782.928
782.226
781.6
780.916
780.328
779.612
778.894
778.1
777.378
776.732
776.084
775.324
774.582
773.792
773.006
772.342
771.728
771.19
770.542
769.806
769.012
768.268
767.594
767.006
766.278
765.736
765.058
764.22
763.496
762.798
762.148
761.44
760.762
