mean,std
1.0,0.0
0.9996363636363637,0.019066651018625296
0.9991818181818182,0.028593473429436897
0.9989090909090909,0.033012392864432194
0.9988181818181818,0.03435882431638293
0.9988181818181818,0.03435882431638293
0.9987272727272727,0.035654214389664186
0.9986363636363637,0.036903938389497556
0.9983636363636363,0.040420718459974934
0.9982727272727273,0.04152644969195805
0.9979090909090909,0.04568070591100156
0.9974545454545455,0.050390535257373685
0.9974545454545455,0.050390535257373685
0.9972727272727273,0.052154405287806606
0.9970909090909091,0.05385992774420911
0.997,0.05469252173571958
0.9967272727272727,0.05711666221729044
0.9967272727272727,0.05711666221729044
0.9966363636363637,0.05790187473934916
0.9963636363636363,0.06019526478239401
0.9963636363636363,0.06019526478239401
0.9963636363636363,0.06019526478239401
0.9963636363636363,0.06019526478239401
0.9961818181818182,0.061676163299458214
0.9960909090909091,0.06240323655274874
0.996,0.06312180459038534
0.9959090909090909,0.06383215464643917
0.9957272727272727,0.06522927164733601
0.9953636363636363,0.06793590611871894
0.9953636363636363,0.06793590611871894
0.9951818181818182,0.06924884755622905
0.9949090909090909,0.07117199049622402
0.9948181818181818,0.07180136223021162
0.9943636363636363,0.07486724648526624
0.994,0.07723044885996667
0.994,0.07723044885996667
0.9936363636363637,0.07952179185030979
0.9933636363636363,0.08119680825355804
0.9931818181818182,0.0822940452244908
0.993,0.08337644731302984
0.992909090909091,0.08391226498233596
0.992909090909091,0.08391226498233596
0.9928181818181818,0.08444458497713624
0.9925454545454545,0.08602120611730221
0.9923636363636363,0.08705595076162127
0.9922727272727273,0.08756859652829094
0.9922727272727273,0.08756859652829094
0.9922727272727273,0.08756859652829094
0.992,0.08908827936456196
0.992,0.08908827936456196
0.991909090909091,0.08958892751534277
0.9917272727272727,0.0905816491817539
0.9917272727272727,0.0905816491817539
0.9915454545454545,0.0915632474408255
0.9914545454545455,0.09204998665387751
0.9911818181818182,0.0934944711927733
0.991,0.09444475047295785
0.990909090909091,0.09491619182414664
0.9908181818181818,0.09538521645657978
0.9904545454545455,0.0972378445177941
0.9901818181818182,0.09860359528418382
0.9901818181818182,0.09860359528418382
0.99,0.09950326668921786
0.989909090909091,0.099949941598844
0.989909090909091,0.099949941598844
0.989909090909091,0.099949941598844
0.9894545454545455,0.10215280998640959
0.9891818181818182,0.10345105934925575
0.9888181818181818,0.10515602872701882
0.9886363636363636,0.10599776197469644
0.9883636363636363,0.10724739770475432
0.9882727272727273,0.10766056618148365
0.9882727272727273,0.10766056618148365
0.988,0.10889021037804178
0.9876363636363636,0.11050740713206622
0.9874545454545455,0.11130674914811425
0.9872727272727273,0.11210009660600842
0.9871818181818182,0.11249456204640076
0.9871818181818182,0.11249456204640076
0.986909090909091,0.11366930896352961
0.9868181818181818,0.1140580576262276
0.9866363636363636,0.11483139090259956
0.9864545454545455,0.11559926488550822
0.9864545454545455,0.11559926488550822
0.9862727272727273,0.11636178765299574
0.9860909090909091,0.11711906372498825
0.9857272727272727,0.11861827703483027
0.9852727272727273,0.12046451515151751
0.9851818181818182,0.1208301724413266
0.985,0.12155798329989222
0.985,0.12155798329989222
0.9848181818181818,0.12228119198780721
0.9843636363636363,0.12406960609479792
0.9840909090909091,0.12512959336988683
0.984,0.12548080093326988
0.983909090909091,0.12583096255837847
0.9834545454545455,0.12756638216829713
0.9833636363636363,0.12791044684641956
0.983,0.12927690946158324
0.9828181818181818,0.1299543711889349
0.9826363636363636,0.13062806643509428
0.9822727272727273,0.1319643879020043
0.982,0.13295716248170708
0.9817272727272728,0.13394202351079942
0.9817272727272728,0.13394202351079942
0.9814545454545455,0.13491914428758026
0.9813636363636363,0.13524316019234073
0.9810909090909091,0.13621021931850744
0.981,0.13653092912816747
0.981,0.13653092912816747
0.981,0.13653092912816747
0.980909090909091,0.13685082696124776
0.9806363636363636,0.1378057050761544
0.9805454545454545,0.1381224111475003
0.9803636363636363,0.13875347595372003
0.9802727272727273,0.1390678453403851
0.98,0.14000636407028166
0.9797272727272728,0.1409381054892086
0.9796363636363636,0.1412472031024561
0.9793636363636363,0.14217011506583585
0.9790909090909091,0.14308655449602603
0.9788181818181818,0.14399664497272138
0.9787272727272728,0.14429861837347882
0.9786363636363636,0.14459990399430403
0.9783636363636363,0.1454996768539077
0.9783636363636363,0.1454996768539077
0.9781818181818182,0.14609616398820896
0.9780909090909091,0.14639341146433535
0.977909090909091,0.1469859343783417
0.9777272727272728,0.14757585428608722
0.9771818181818182,0.14933030378181533
0.976909090909091,0.15019910085095925
0.9768181818181818,0.15048747542083352
0.9765454545454545,0.15134897476449155
0.9765454545454545,0.15134897476449155
0.9760909090909091,0.15277292973529805
0.9757272727272728,0.15390164141525564
0.9753636363636363,0.15502128213203517
0.9751818181818181,0.15557776214184504
0.975,0.1561320470324889
0.975,0.1561320470324889
0.9747272727272728,0.1569594093661771
0.9745454545454545,0.15750830746911812
0.9740909090909091,0.15887134566153607
0.9737272727272728,0.15995248345997387
0.9735454545454545,0.16049001224000203
0.9735454545454545,0.16049001224000203
0.9734545454545455,0.1607580255074211
0.9733636363636363,0.1610255413618131
0.972909090909091,0.16235574533579447
0.972909090909091,0.16235574533579447
0.9728181818181818,0.16262032796299242
0.9720909090909091,0.16471988391621073
0.9720909090909091,0.16471988391621073
0.9717272727272728,0.16575849291175968
0.9715454545454546,0.16627506637289655
0.9711818181818181,0.167302835546915
0.9710909090909091,0.1675586695075757
0.9710909090909091,0.1675586695075757
0.971,0.16781406419555892
0.9706363636363636,0.16883129003912836
0.9705454545454546,0.16908451809322103
0.9701818181818181,0.17009317448003256
0.9698181818181818,0.17109511174699887
0.9697272727272728,0.17134456003154191
0.9695454545454546,0.1718422260053902
0.9695454545454546,0.1718422260053902
0.9694545454545455,0.17209044725343495
0.9691818181818181,0.17283268511921152
0.969,0.1733255061047299
0.9685454545454546,0.1745506426121772
0.9680909090909091,0.17576606426007688
0.968,0.17600800054549598
0.9678181818181818,0.17649073767716258
0.9676363636363636,0.17697197120991084
0.9674545454545455,0.1774517133766284
0.967,0.17864462282350257
0.9668181818181818,0.17911923912336325
0.9666363636363636,0.17959241705261658
0.9661818181818181,0.18076914304430988
0.9659090909090909,0.18147096958008935
0.9659090909090909,0.18147096958008935
0.9657272727272728,0.18193712273870133
0.9655454545454546,0.1824019033311433
0.9652727272727273,0.18309652351476013
0.9650909090909091,0.18355791818195868
0.9650909090909091,0.18355791818195868
0.9649090909090909,0.1840179763221068
0.9647272727272728,0.18447670793452364
0.9645454545454546,0.18493412289061636
0.9645454545454546,0.18493412289061634
0.9642727272727273,0.18561779787927596
0.9641818181818181,0.1858450416936243
0.9642727272727273,0.18561779787927596
0.9641818181818181,0.1858450416936243
0.9639090909090909,0.18652484616585172
0.9637272727272728,0.18697645501091004
0.9635454545454546,0.18742679930571401
0.9634545454545455,0.18765150009288684
0.9634545454545455,0.18765150009288684
0.9634545454545455,0.18765150009288684
0.9632727272727273,0.18809996457755465
0.9631818181818181,0.1883237305065899
0.9631818181818181,0.1883237305065899
0.9627272727272728,0.18943794103795336
0.9626363636363636,0.1896598669196231
0.9624545454545455,0.19010281102399715
0.9620909090909091,0.1909850980380367
0.9618181818181818,0.19164369488227348
0.9618181818181818,0.19164369488227345
0.9612727272727273,0.19295298830965515
0.9610909090909091,0.19338710769860018
0.961,0.19360373832028757
0.961,0.19360373832028757
0.9608181818181818,0.19403614620844384
0.9606363636363636,0.1944674226124913
0.9605454545454546,0.19468263885864048
0.9604545454545454,0.19489757504379782
0.9603636363636363,0.19511223209351772
0.9602727272727273,0.19532661092807282
0.96,0.1959680872654398
0.9598181818181818,0.19639436371974842
0.9596363636363636,0.196819548961942
0.9594545454545454,0.1972436500487794
0.9593636363636364,0.19745529621768365
0.9593636363636364,0.19745529621768365
0.9592727272727273,0.1976666739585456
0.9588181818181818,0.19871956618438733
0.9588181818181818,0.19871956618438733
0.9587272727272728,0.19892935125657482
0.9584545454545454,0.19955713474927791
0.9582727272727273,0.19997435552886983
0.9579090909090909,0.20080570256777128
0.9577272727272728,0.20121984161220283
0.9577272727272728,0.20121984161220283
0.9575454545454546,0.20163296608300624
0.9573636363636364,0.20204508220372067
0.9573636363636364,0.20204508220372067
0.9571818181818181,0.20245619613208266
0.957,0.20286631396099708
0.957,0.20286631396099708
0.9569090909090909,0.20307100122470603
0.9568181818181818,0.20327544171950077
0.9566363636363636,0.20368358537368947
0.9562727272727273,0.20449694392432072
0.956,0.20510442303292326
0.9559090909090909,0.2053064361174246
0.9559090909090909,0.2053064361174246
0.9558181818181818,0.20550821040625078
0.9555454545454546,0.20611210750762546
0.9554545454545454,0.20631293360490846
0.9552727272727273,0.20671388053112308
0.9551818181818181,0.20691400272668511
0.9549090909090909,0.2075129723709762
0.9546363636363636,0.20810986066556433
0.9544545454545454,0.2085066387194933
0.9541818181818181,0.20910009765105123
0.9540909090909091,0.20929746437231983
0.9539090909090909,0.20969152226878932
0.9537272727272728,0.21008468365972827
0.9535454545454546,0.21047695356903304
0.9535454545454546,0.21047695356903304
0.9531818181818181,0.2112588387953164
0.9528181818181818,0.21203721717598667
0.9527272727272728,0.21223126835203565
0.9527272727272728,0.21223126835203565
0.9524545454545454,0.21281212719080023
0.9521818181818181,0.21339105632330968
0.952,0.2137759447634486
0.9517272727272728,0.21435169241782182
0.9512727272727273,0.21530708280333113
0.9510909090909091,0.21568778578640255
0.9508181818181818,0.21625729700397808
0.9505454545454546,0.21682496928084477
0.9503636363636364,0.21720240295389306
0.9501818181818181,0.21757902994667727
0.9500909090909091,0.21776704224627322
0.9498181818181818,0.21832988058115502
0.9497272727272728,0.21851709555323426
0.9495454545454546,0.21889093185103883
0.9493636363636364,0.21926397999329011
0.9492727272727273,0.2194502097624761
0.9491818181818181,0.21963624399598683
0.949,0.2200077278395428
0.9487272727272728,0.22056349942723386
0.9487272727272728,0.22056349942723386
0.9487272727272728,0.22056349942723386
0.9486363636363636,0.22074837079554419
0.9483636363636364,0.22130183418628624
0.9482727272727273,0.2214859400092932
0.948,0.2220371182077177
0.9478181818181818,0.2224036256523348
0.9478181818181818,0.2224036256523348
0.9478181818181818,0.2224036256523348
0.9478181818181818,0.2224036256523348
0.9476363636363636,0.2227693816997902
0.9474545454545454,0.22313439004509297
0.9472727272727273,0.2234986543515882
0.9472727272727273,0.2234986543515882
0.9471818181818182,0.2236805086265146
0.9469090909090909,0.22422496534547975
0.9467272727272728,0.22458701920462018
0.9466363636363636,0.22476777227861292
0.9465454545454546,0.22494834336917896
0.9460909090909091,0.22584848433262525
0.9459090909090909,0.2262072820195393
0.9459090909090909,0.2262072820195393
0.9458181818181818,0.2263864128535259
0.9458181818181818,0.2263864128535259
0.9458181818181818,0.2263864128535259
0.9457272727272727,0.22656536557973306
0.9456363636363636,0.22674414061986342
0.9456363636363636,0.22674414061986342
0.9456363636363636,0.22674414061986342
0.9454545454545454,0.22710115931998487
0.9453636363636364,0.22727940381468428
0.9452727272727273,0.2274574722927519
0.9451818181818182,0.2276353651672515
0.9451818181818182,0.22763536516725147
0.9450909090909091,0.2278130828495596
0.945,0.2279906257493603
0.945,0.2279906257493603
0.945,0.2279906257493603
0.9446363636363636,0.22869905765865495
0.9444545454545454,0.22905223544766518
0.9443636363636364,0.22922856620137355
0.9441818181818182,0.22958071340986452
0.9442727272727273,0.22940472539046364
0.9441818181818182,0.22958071340986455
0.9442727272727273,0.2294047253904636
0.9441818181818182,0.22958071340986455
0.9441818181818182,0.22958071340986455
0.9439090909090909,0.23010765437537675
0.9439090909090909,0.23010765437537675
0.9438181818181818,0.23028296163357956
0.9437272727272727,0.2304580996730181
0.9436363636363636,0.2306330688791984
0.9434545454545454,0.23098250232610237
0.943,0.2318531580522652
0.9428181818181818,0.23220025709073444
0.9425454545454546,0.23271966860598575
0.9422727272727273,0.2332376044837153
0.9421818181818182,0.23340992355550436
0.9421818181818182,0.23340992355550436
0.9420909090909091,0.233582080118837
0.9420909090909091,0.233582080118837
0.942,0.23375407453276453
0.9416363636363636,0.2344404378269544
0.9416363636363636,0.2344404378269544
0.9414545454545454,0.23478265581136123
0.9411818181818182,0.23529478609530896
0.9410909090909091,0.23546517846038137
0.941,0.23563541253532982
0.9409090909090909,0.23580548866296674
0.9407272727272727,0.23614516844108527
0.9404545454545454,0.23665351199926835
0.9398181818181818,0.23783420532969055
0.9392727272727273,0.23884023311051408
0.939,0.23934119506520546
0.9387272727272727,0.23984080049971232
0.9385454545454546,0.24017312134847332
0.9383636363636364,0.24050484554469972
0.9383636363636364,0.24050484554469972
0.9382727272727273,0.24067048466927343
0.9382727272727273,0.24067048466927343
0.9382727272727273,0.24067048466927343
0.9379090909090909,0.2413315618159238
0.9377272727272727,0.24166121702649498
0.9377272727272727,0.24166121702649498
0.9375454545454546,0.24199028653900068
0.9373636363636364,0.24231877273957778
0.937,0.24297400466397504
0.9369090909090909,0.24313745175617682
0.9367272727272727,0.24346391490994596
0.9366363636363636,0.24362693154909706
0.9366363636363636,0.24362693154909706
0.9363636363636364,0.24411512515965825
0.9361818181818182,0.24443987682734172
0.9361818181818182,0.24443987682734172
0.9361818181818182,0.24443987682734172
0.9361818181818182,0.24443987682734172
0.9359090909090909,0.2449259438741165
0.9356363636363636,0.2454107450948962
0.9356363636363636,0.2454107450948962
0.9351818181818182,0.24621595448265826
0.9349090909090909,0.24669741655909447
0.9349090909090909,0.24669741655909447
0.9347272727272727,0.24701770263459383
0.9345454545454546,0.247337440293823
0.9344545454545454,0.24749710413168743
0.9340909090909091,0.2481343990243426
0.9336363636363636,0.2489279761829392
0.9332727272727273,0.2495604248608177
0.9331818181818182,0.24971820400841097
0.9330909090909091,0.2498758504522429
0.9329090909090909,0.25019074623182425
0.9325454545454546,0.25081895633406026
0.9325454545454546,0.25081895633406026
0.9324545454545454,0.2509756808329329
0.9322727272727273,0.2512887379178819
0.9321818181818182,0.25144507099190305
0.9320909090909091,0.25160127407757077
0.9318181818181818,0.25206910581998493
0.9319090909090909,0.25191329125085626
0.9318181818181818,0.25206910581998493
0.9317272727272727,0.2522247913637867
0.9316363636363636,0.25238034812103993
0.9314545454545454,0.2526910762270667
0.9314545454545454,0.2526910762270667
0.9314545454545454,0.2526910762270667
0.9313636363636364,0.25284624804948286
0.9312727272727273,0.2530012920326239
0.9307272727272727,0.2539288844067303
0.9302727272727273,0.2546984050875815
0.9303636363636364,0.2545447520012794
0.9301818181818182,0.25485193310331256
0.9298181818181818,0.25546479896760643
0.9298181818181818,0.25546479896760643
0.9296363636363636,0.25577048731532925
0.9296363636363636,0.25577048731532925
0.9292727272727273,0.2563803837197825
0.9290909090909091,0.2566845952937649
0.929,0.2568365176875979
0.9289090909090909,0.25698831810849193
0.9287272727272727,0.2572915538948483
0.9286363636363636,0.25744298969030116
0.9284545454545454,0.25774549815565195
0.9282727272727272,0.2580475238722777
0.928,0.258499660994104
0.9278181818181818,0.25880048722305804
0.9274545454545454,0.2594007107303382
0.9273636363636364,0.25955047011412136
0.9271818181818182,0.2598496345259922
0.9268181818181818,0.2604465516220308
0.9265454545454546,0.260893010540141
0.9264545454545454,0.26104159717077785
0.9263636363636364,0.26119006762856867
0.9262727272727272,0.26133842211150704
0.9261818181818182,0.2614866608169912
0.926,0.26178279168217267
0.9257272727272727,0.2622261245494696
0.9256363636363636,0.2623736727020317
0.9256363636363636,0.2623736727020317
0.9256363636363636,0.2623736727020317
0.9256363636363636,0.2623736727020317
0.9257272727272727,0.2622261245494696
0.9253636363636364,0.26281563145546577
0.9250909090909091,0.26325656568006456
0.9249090909090909,0.2635499551870043
0.9246363636363636,0.2639891932617174
0.9242727272727272,0.2645732723453213
0.9242727272727272,0.2645732723453213
0.9241818181818182,0.26471901269756765
0.9238181818181819,0.2653008619577885
0.9237272727272727,0.2654460471498219
0.9235454545454546,0.2657360862585724
0.9231818181818182,0.26631484442291187
0.923,0.26660356634414534
0.9230909090909091,0.26645925999845377
0.9230909090909091,0.26645925999845377
0.923,0.2666035663441453
0.9230909090909091,0.26645925999845377
0.9228181818181819,0.2668918520545756
0.9228181818181819,0.2668918520545756
0.9227272727272727,0.26703583177231077
0.9224545454545454,0.26746712048284954
0.9223636363636364,0.26761066715451337
0.9223636363636364,0.26761066715451337
0.9220909090909091,0.26804066090576684
0.9220909090909091,0.26804066090576684
0.9219090909090909,0.2683267865792338
0.9216363636363636,0.26875517327751886
0.9215454545454546,0.2688977557084994
0.9215454545454546,0.2688977557084994
0.9214545454545454,0.2690402318544209
0.9212727272727272,0.26932486596565786
0.9211818181818182,0.2694670242670638
0.921,0.2697510241980832
0.9208181818181819,0.2700346030099994
0.9206363636363636,0.2703177620281547
0.9205454545454546,0.27045918452668166
0.9204545454545454,0.2706005025703725
0.9204545454545454,0.2706005025703725
0.9203636363636364,0.27074171632278793
0.9202727272727272,0.2708828259470372
0.9203636363636364,0.27074171632278793
0.9201818181818182,0.2710238316057599
0.9201818181818182,0.2710238316057599
0.9200909090909091,0.27116473346114206
0.9197272727272727,0.271727306077093
0.9194545454545454,0.2721481534836518
0.9194545454545454,0.2721481534836518
0.9193636363636364,0.2722882306966643
0.9192727272727272,0.2724282055457003
0.9189090909090909,0.2729870844495934
0.9188181818181819,0.27312654983556156
0.9186363636363636,0.27340517648971235
0.9182727272727272,0.2739612176546427
0.9184545454545454,0.273683398685324
0.9181818181818182,0.27409997631266897
0.9180909090909091,0.2742386346231458
0.918,0.2743771927382058
0.9176363636363636,0.2749304262724464
0.9175454545454546,0.27506848567791337
0.9172727272727272,0.2754820687430367
0.9169090909090909,0.27603212968907115
0.9167272727272727,0.2763065700431046
0.9167272727272727,0.2763065700431046
0.9165454545454546,0.27658061854651345
0.9162727272727272,0.27699095912545296
0.9161818181818182,0.27712754464975814
0.916,0.2774004245581624
0.9158181818181819,0.27767291723317733
0.9159090909090909,0.2775367192285206
0.9157272727272727,0.27780901871430663
0.9154545454545454,0.27821674543259634
0.9150909090909091,0.27875903828678955
0.9145454545454546,0.27956961833312366
0.9143636363636364,0.27983905363789546
0.9142727272727272,0.27997362977309553
0.9141818181818182,0.28010811174484873
0.914,0.2803767937398899
0.9139090909090909,0.2805109940332408
0.9138181818181819,0.28064510070326076
0.9137272727272727,0.2807791138841035
0.9137272727272727,0.2807791138841035
0.9136363636363637,0.2809130337095711
0.9136363636363637,0.2809130337095711
0.9134545454545454,0.281180593827829
0.9133636363636364,0.2813142343864896
0.9132727272727272,0.28144778212150434
0.9130909090909091,0.2817145996485505
0.9127272727272727,0.28224712660726764
0.9125454545454545,0.28251283812766476
0.9120909090909091,0.2831755153551832
0.9119090909090909,0.2834399483128022
0.9118181818181819,0.28357202860184827
0.9115454545454545,0.2839677262299489
0.9111818181818182,0.28449406020863494
0.9109090909090909,0.284887867923215
0.9108181818181819,0.2850189582482648
0.9108181818181819,0.2850189582482648
